,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
114,2,-1,7,0,\left( x = -\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}}\right) \vee \left( x = -\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right),"\mathbb{X} = \left\{-\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}},\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right\}",\left( g = -\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}}\right) \vee \left( g = -\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right),"\mathbb{L} = \left\{-\frac{\frac{13}{6}}{2}-\sqrt{\frac{1}{12}},\frac{\frac{13}{6}}{2} + \sqrt{\frac{1}{12}}\right\}",\textrm{wahr}
115,2,0,2,6,"(-3\,x-2)\,(-2\,x-3) = 0","-3\,x-2 = 0","(-3\,g-2)\,(-2\,g-3) = 0","-3\,g-2 = 0",\textrm{wahr}
116,2,0,2,6,"-3\,x-2 = 0","-2\,x-3 = 0","-3\,g-2 = 0","-2\,g-3 = 0",\textrm{wahr}
117,2,0,7,0,\left( x = -\frac{2}{3}\right) \vee \left( x = -\frac{3}{2}\right),"\mathbb{X} = \left\{\frac{2}{3},\frac{3}{2}\right\}",\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{\frac{2}{3},\frac{3}{2}\right\}",\textrm{wahr}
118,2,0,7,0,\left( x = -\frac{2}{3}\right) \vee \left( x = -\frac{3}{2}\right),"\mathbb{X} = \left\{-\frac{2}{3},-\frac{3}{2}\right\}",\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{2}{3},-\frac{3}{2}\right\}",\textrm{wahr}
119,2,0,7,0,\left( x = -\frac{2}{3}\right) \vee \left( x = -\frac{3}{2}\right),"\mathbb{X} = \left\{-\frac{3}{2},-\frac{2}{3}\right\}",\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{3}{2},-\frac{2}{3}\right\}",\textrm{wahr}
120,2,0,7,0,\left( x = -\frac{2}{3}\right) \vee \left( x = -\frac{3}{2}\right),"\mathbb{X} = \left\{-1.5,-\frac{2}{3}\right\}",\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-1.5,-\frac{2}{3}\right\}",\textrm{wahr}
121,2,0,7,0,\left( x = -\frac{2}{3}\right) \vee \left( x = -\frac{3}{2}\right),"\mathbb{X} = \left\{-\frac{2}{3},-1.5\right\}",\left( g = -\frac{2}{3}\right) \vee \left( g = -\frac{3}{2}\right),"\mathbb{L} = \left\{-\frac{2}{3},-1.5\right\}",\textrm{wahr}
122,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,z + \frac{z}{2} = -\sqrt{\left( \left( \frac{z}{2}\right)^{2}-y\right) \vee \left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right)},\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,x + \frac{p}{2} = -\sqrt{\left( \left( \frac{p}{2}\right)^{2}-q\right) \vee \left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right)},q < \frac{p^{2}}{4}
123,2,2,3,4,\left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}-\frac{z}{2}\right) \vee \left( z = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}-\frac{z}{2}\right),\left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}-\frac{p}{2}\right) \vee \left( x = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}-\frac{p}{2}\right),q < \frac{p^{2}}{4}
124,2,2,3,4,"z^{2} + z\,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y",\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,"x^{2} + p\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q",\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,q < \frac{p^{2}}{4}
125,2,2,3,4,"z^{2} + z\,z = -y","z^{2} + z\,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y","x^{2} + p\,x = -q","x^{2} + p\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q",q < \frac{p^{2}}{4}
126,2,0,5,1,"7\,y = 3\,x + 5","y = \frac{7}{3}\,x + 5","7\,z = 3\,s + 5","z = \frac{7}{3}\,s + 5",\textrm{wahr}
127,2,0,5,1,"7\,y = 3\,x + 5","y = \frac{3}{7}\,x + 5","7\,z = 3\,s + 5","z = \frac{3}{7}\,s + 5",\textrm{wahr}
128,2,0,5,2,"2\,x = -9\,y-5",x = -\frac{9}{2}-\frac{5}{2},"2\,p = -9\,r-5",p = -\frac{9}{2}-\frac{5}{2},\textrm{wahr}
129,2,-1,5,2,"8\,x-1 = 5\,y","\frac{5}{8}\,x-\frac{1}{5} = y","8\,l-1 = 5\,z","\frac{5}{8}\,l-\frac{1}{5} = z",\textrm{wahr}
130,2,0,5,2,"-3\,y = 5\,x + 3",x = -\frac{5}{3}-1,"-3\,w = 5\,u + 3",w = -\frac{5}{3}-1,\textrm{wahr}
131,2,0,2,6,-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,-\frac{2}{x + 1} = \frac{1}{x + 2},-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,-\frac{2}{x + 1} = \frac{1}{x + 2},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
132,2,0,2,6,-\frac{2}{x + 1} = \frac{1}{x + 2},"-2\,(x + 1) = 1\,(x + 2)",-\frac{2}{x + 1} = \frac{1}{x + 2},"-2\,(x + 1) = 1\,(x + 2)",\left( x\neq -1\right) \wedge \left( x\neq -2\right)
133,2,-1,4,6,"-2\,x + 2 = x + 2",\textrm{falsch},"-2\,x + 2 = x + 2",\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
134,2,0,2,6,-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,"-2\,(x + 1) + 1\,(x + 2) = 0",-\frac{2}{x + 1} + \frac{1}{x + 2} = 0,"-2\,(x + 1) + 1\,(x + 2) = 0",\left( x\neq -1\right) \wedge \left( x\neq -2\right)
135,2,4,1,1,-x = 0,\textrm{falsch},-x = 0,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
136,2,-1,1,1,"-9\,x = -2\,y-4","x = -\frac{2}{9}\,y + \frac{4}{9}","-9\,d = -2\,q-4","d = -\frac{2}{9}\,q + \frac{4}{9}",\textrm{wahr}
137,2,3,6,5,"m\,m^{2} + y\,m + \left( \frac{y\,m}{2}\right)^{2} = \left( \frac{y\,m}{2}\right)^{2}-z","\left( m\,m + \frac{y\,m}{2}\right)^{2} = \left( \frac{y\,m}{2}\right)^{2}-z","a\,x^{2} + b\,x + \left( \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c","\left( a\,x + \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
138,2,3,6,5,"\left( m\,m + \frac{y\,m}{2}\right)^{2} = \left( \frac{y\,m}{2}\right)^{2}-z","\left( \left( m\,m + \frac{y\,m}{2}\right)^{2} = -\sqrt{\left( \frac{y\,m}{2}\right)^{2}-z}\right) \vee \left( \left( m\,m + \frac{y\,m}{2}\right)^{2} = +\sqrt{\left( \frac{y\,m}{2}\right)^{2}-z}\right)","\left( a\,x + \frac{b\,x}{2}\right)^{2} = \left( \frac{b\,x}{2}\right)^{2}-c","\left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = -\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right) \vee \left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = +\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
139,2,3,6,5,"\left( \left( m\,m + \frac{y\,m}{2}\right)^{2} = -\sqrt{\left( \frac{y\,m}{2}\right)^{2}-z}\right) \vee \left( \left( m\,m + \frac{y\,m}{2}\right)^{2} = +\sqrt{\left( \frac{y\,m}{2}\right)^{2}-z}\right)","\left( m = \frac{-y-\sqrt{y^{2}-4\,m\,z}}{2\,m}\right) \vee \left( m = \frac{-y + \sqrt{y^{2}-4\,m\,z}}{2\,m}\right)","\left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = -\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right) \vee \left( \left( a\,x + \frac{b\,x}{2}\right)^{2} = +\sqrt{\left( \frac{b\,x}{2}\right)^{2}-c}\right)","\left( x = \frac{-b-\sqrt{b^{2}-4\,a\,c}}{2\,a}\right) \vee \left( x = \frac{-b + \sqrt{b^{2}-4\,a\,c}}{2\,a}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
140,2,0,2,6,"-3\,x^{2} + 3\,x-2\,x + 2 = 0","-3\,x^{2}\,x = -2","-3\,u^{2} + 3\,u-2\,u + 2 = 0","-3\,u^{2}\,u = -2",\textrm{wahr}
141,2,-1,4,0,"-3\,x^{2}\,x = -2","\sqrt{3\,x^{2}-x} = 2","-3\,u^{2}\,u = -2","\sqrt{3\,u^{2}-u} = 2",\textrm{wahr}
142,2,0,2,7,\frac{4}{x + 2} + \frac{3}{x-3} = 0,"4 + 3 = (x + 2)\,(x-3)",\frac{4}{x + 2} + \frac{3}{x-3} = 0,"4 + 3 = (x + 2)\,(x-3)",\left( x\neq -2\right) \wedge \left( x\neq 3\right)
143,2,0,4,2,"(-3\,x + 3)\,(-5\,x + 4) = 0","-8\,x^{2}-7^{2} = 0","(-3\,b + 3)\,(-5\,b + 4) = 0","-8\,b^{2}-7^{2} = 0",\textrm{wahr}
144,2,-1,1,2,y = x-\frac{5}{3},"-\big(x-1,675\big) = -4\,\big(x-1,67\big) + 3\,x",w = l-\frac{5}{3},"-\big(l-1,675\big) = -4\,\big(l-1,67\big) + 3\,l",\textrm{wahr}
145,2,0,1,6,"-8\,y = -x-2","4\,y = \frac{x}{2}","-8\,s = -r-2","4\,s = \frac{r}{2}",\textrm{wahr}
146,2,0,2,6,"(x + 2)\,(x-3) = 0","x\,(2-3) = 0","(r + 2)\,(r-3) = 0","r\,(2-3) = 0",\textrm{wahr}
147,2,-1,1,1,"x\,(2-3) = 0","x = 0\,y \cdot 2-3 = 0","r\,(2-3) = 0","r = 0\,v \cdot 2-3 = 0",\textrm{wahr}
148,2,-1,1,1,"x = 0\,y \cdot 2-3 = 0",x = 0,"r = 0\,v \cdot 2-3 = 0",r = 0,\textrm{wahr}
149,2,0,1,1,"3\,y + 2 = 2\,y","1.5\,y = y","3\,r + 2 = 2\,x","1.5\,r = x",\textrm{wahr}
150,2,-1,4,0,x^{2}-x = 6,x = 3,r^{2}-r = 6,r = 3,\textrm{wahr}
151,2,-1,4,0,x^{2}-x = 3^{2}-3,x = 3,r^{2}-r = 3^{2}-3,r = 3,\textrm{wahr}
152,2,0,2,6,"(3\,x + 1)\,(x + 2) = 0","3\,x^{2} + 2\,x + x + 2 = 0","(3\,r + 1)\,(r + 2) = 0","3\,r^{2} + 2\,r + r + 2 = 0",\textrm{wahr}
153,2,0,1,1,"-y + 1 = 3\,y-2\,x","-4\,y + 1 = 2\,x","-t + 1 = 3\,t-2\,g","-4\,t + 1 = 2\,g",\textrm{wahr}
154,2,0,1,1,"-2\,y + \frac{1}{2} = x",x = -2 + \frac{1}{2},"-2\,t + \frac{1}{2} = g",g = -2 + \frac{1}{2},\textrm{wahr}
155,2,0,5,2,"-5\,y + 2 = 5\,y + 5\,x","-5\,x = -10\,y + 2","-5\,t + 2 = 5\,t + 5\,g","-5\,g = -10\,t + 2",\textrm{wahr}
156,2,0,2,2,"(3\,x + 1)\,(x + 2) = 0","\left( 3\,y + 1 = 0\right) \vee \left( y + 2 = x\right)","(3\,r + 1)\,(r + 2) = 0","\left( 3\,r + 1 = 0\right) \vee \left( r + 2 = o\right)",\textrm{wahr}
157,2,0,1,2,"\left( 3\,y + 1 = 0\right) \vee \left( y + 2 = x\right)",\left( x = \frac{1}{3}\right) \vee \left( x = -2\right),"\left( 3\,r + 1 = 0\right) \vee \left( r + 2 = o\right)",\left( r = \frac{1}{3}\right) \vee \left( r = -2\right),\textrm{wahr}
158,2,0,5,2,"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = \frac{-3}{5}\right),"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = \frac{-3}{5}\right),\textrm{wahr}
159,2,0,5,2,"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = -\frac{3}{5}\right),"\left( 2\,x = 1\right) \wedge \left( 4\,x = -5\right)",\left( x = \frac{1}{2}\right) \wedge \left( x = -\frac{3}{5}\right),\textrm{wahr}
160,2,0,1,1,"y + 1 = -2\,y + x","3\,y = x + 1","n + 1 = -2\,n + a","3\,n = a + 1",\textrm{wahr}
161,2,0,2,6,"-2 = -\frac{1\,(x + 1)}{x + 2}","-2\,(x + 2) = 1\,(x + 1)","-2 = -\frac{1\,(x + 1)}{x + 2}","-2\,(x + 2) = 1\,(x + 1)",\left( x\neq -1\right) \wedge \left( x\neq -2\right)
162,2,0,2,6,"-2\,x-4 = x + 1","-3 = 3\,x","-2\,x-4 = x + 1","-3 = 3\,x",\left( x\neq -1\right) \wedge \left( x\neq -2\right)
163,2,4,1,1,-1 = x,\textrm{falsch},-1 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
164,2,-1,7,0,\left( x-5\right)^{2} = 10,\left( x-5 = \sqrt{10}\right) \vee \left( x-5 = \sqrt{10}\right),\left( u-5\right)^{2} = 10,\left( u-5 = \sqrt{10}\right) \vee \left( u-5 = \sqrt{10}\right),\textrm{wahr}
165,2,0,2,6,"-2\,x-4 = -x-1","-3 = -3\,x","-2\,x-4 = -x-1","-3 = -3\,x",\left( x\neq -1\right) \wedge \left( x\neq -2\right)
166,2,4,1,1,1 = x,\textrm{falsch},1 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
167,2,4,1,1,-3 = x,\textrm{falsch},-3 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
168,2,0,1,1,"\left( -2\,x + 2 = 0\right) \wedge \left( 4\,x-4 = 0\right)","\left( -2\,x + 2 = y\right) \wedge \left( 4\,x-4 = 0\right)","\left( -2\,f + 2 = 0\right) \wedge \left( 4\,f-4 = 0\right)","\left( -2\,f + 2 = o\right) \wedge \left( 4\,f-4 = 0\right)",\textrm{wahr}
169,2,-1,4,0,\left( x + 3\right)^{2} = 4,w_1 + 3 = \sqrt{4},\left( w + 3\right)^{2} = 4,w_1 + 3 = \sqrt{4},\textrm{wahr}
170,2,-1,1,0,w_1 = -1,w_2 + 3 = -\sqrt{4},w_1 = -1,w_2 + 3 = -\sqrt{4},\textrm{wahr}
171,2,0,2,6,"\frac{-4\,x + 12}{x-3} = -4","-4\,x + 12 = -4\,(x + 3)","\frac{-4\,x + 12}{x-3} = -4","-4\,x + 12 = -4\,(x + 3)",x\neq 3
172,2,4,1,1,x = -3,\textrm{falsch},x = -3,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
173,2,5,1,1,x = -3,\textrm{wahr},x = -3,\textrm{wahr},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
174,2,0,2,2,"\left( -2\,x + 3 = 0\right) \vee \left( -3\,x-3 = 0\right)","\left( -2\,x = 3\right) \vee \left( -3\,x = 3\right)","\left( -2\,t + 3 = 0\right) \vee \left( -3\,t-3 = 0\right)","\left( -2\,t = 3\right) \vee \left( -3\,t = 3\right)",\textrm{wahr}
175,2,0,1,2,"\left( -2\,x = -3\right) \vee \left( -3\,x = 3\right)",\left( x = -\frac{3}{2}\right) \vee \left( x = -1\right),"\left( -2\,t = -3\right) \vee \left( -3\,t = 3\right)",\left( t = -\frac{3}{2}\right) \vee \left( t = -1\right),\textrm{wahr}
176,2,0,5,2,"-3\,x + 3 = -5\,x + 10","2\,x = -7","-3\,x + 3 = -5\,x + 10","2\,x = -7",\left( x\neq 2\right) \wedge \left( x\neq 1\right)
177,2,0,2,6,"1\,(x-1) = -1\,(x + 2)","x-1 = -2\,x-2","1\,(x-1) = -1\,(x + 2)","x-1 = -2\,x-2",\left( x\neq -2\right) \wedge \left( x\neq 1\right)
178,2,0,2,6,"x-1 = -2\,x-2","3\,x = 1","x-1 = -2\,x-2","3\,x = 1",\left( x\neq -2\right) \wedge \left( x\neq 1\right)
179,2,0,2,6,x-1 = -x-2,0 = 1,x-1 = -x-2,0 = 1,\left( x\neq -2\right) \wedge \left( x\neq 1\right)
180,2,0,5,2,"-y + 2 = -5\,y + 2\,x","-4\,y = -2\,x-2","-z + 2 = -5\,z + 2\,y","-4\,z = -2\,y-2",\textrm{wahr}
181,2,0,5,2,"-y + 2 = -5\,y + 2\,x","-4\,y = 2\,x-2","-z + 2 = -5\,z + 2\,y","-4\,z = 2\,y-2",\textrm{wahr}
182,2,0,1,1,"\left( -2\,x + 2 = y\right) \vee \left( 4\,x-4 = 0\right)","\left( -2\,x = -2\right) \vee \left( 4\,x = 4\right)","\left( -2\,f + 2 = o\right) \vee \left( 4\,f-4 = 0\right)","\left( -2\,f = -2\right) \vee \left( 4\,f = 4\right)",\textrm{wahr}
183,2,5,1,1,0 = x,\textrm{wahr},0 = o,\textrm{wahr},x\neq 4
184,2,-1,4,6,"-7\,x + 28 = -7\,x + 28",0 = x,"-7\,x + 28 = -7\,x + 28",0 = o,x\neq 4
185,2,0,5,2,"-4\,y-8-5\,y + 1\,y = 0","-9\,x + 2 = 0","-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right)
186,2,0,5,2,"-4\,(x + 2)-5\,(x-2) = 0","-4\,y-8-5\,y + 1\,y = 0","-4\,(x + 2)-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right)
187,2,0,5,2,"-4\,x + 2-5\,(x-2) = 0","-4\,y-8-5\,y + 1\,y = 0","-4\,x + 2-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right)
188,2,0,5,2,"-4\,x-8-5\,(x-2) = 0","-4\,y-8-5\,y + 1\,y = 0","-4\,x-8-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right)
189,2,0,5,2,"5\,y-4 = 3\,y","5\,y-\frac{4}{3} = y","5\,r-4 = 3\,x","5\,r-\frac{4}{3} = x",\textrm{wahr}
190,2,0,2,7,\frac{5}{x-1} + \frac{1}{x + 1} = 0,"5 = \frac{1\,(x-1)}{x + 1}",\frac{5}{x-1} + \frac{1}{x + 1} = 0,"5 = \frac{1\,(x-1)}{x + 1}",\left( x\neq 1\right) \wedge \left( x\neq -1\right)
191,2,0,5,2,"5\,x + 5 = x-1","4\,x = 4","5\,x + 5 = x-1","4\,x = 4",\left( x\neq 1\right) \wedge \left( x\neq -1\right)
192,2,0,5,2,"-3\,x + 2 = 2\,x-4\,y","5\,x + 2 = 4\,y","-3\,a + 2 = 2\,a-4\,p","5\,a + 2 = 4\,p",\textrm{wahr}
193,2,0,5,2,"5\,x + 5 = -x + 1","4\,x = -4","5\,x + 5 = -x + 1","4\,x = -4",\left( x\neq 1\right) \wedge \left( x\neq -1\right)
194,2,0,5,2,"3\,x + 4 = -x-1\,\left|+x\right| -4","4\,x = -5","3\,c + 4 = -c-1\,\left|+c\right| -4","4\,c = -5",\textrm{wahr}
195,2,0,5,2,"5\,y = 4\,x + 3","y = \frac{4}{5}\,x + \frac{3}{4}","5\,m = 4\,h + 3","m = \frac{4}{5}\,h + \frac{3}{4}",\textrm{wahr}
196,2,-1,5,2,"3\,x + 6-5\,(x-1) = 0","3\,y + 6-5\,y + 5 = y","3\,x + 6-5\,(x-1) = 0","3\,x + 6-5\,x + 5 = o",\left( x\neq 1\right) \wedge \left( x\neq -2\right)
197,2,-1,5,2,"3\,y + 6-5\,y + 5 = y","-2\,x + 11 = 0","3\,x + 6-5\,x + 5 = o","-2\,x + 11 = 0",\left( x\neq 1\right) \wedge \left( x\neq -2\right)
198,2,0,5,2,"5\,x + 5 + 2\,x-6 = 0","7\,y-1 = y","5\,x + 5 + 2\,x-6 = 0","7\,x-1 = o",\left( x\neq 3\right) \wedge \left( x\neq -1\right)
199,2,-1,1,1,"7\,y-1 = y","7\,x = 1","7\,x-1 = o","7\,x = 1",\left( x\neq 3\right) \wedge \left( x\neq -1\right)
200,2,0,7,0,\left( x-\frac{7}{2}\right)^{2}-\frac{9}{4} = 0,\left( x-\frac{7}{2} = -\frac{3}{2}\right) \vee \left( x-\frac{7}{2} = \frac{3}{2}\right),\left( h-\frac{7}{2}\right)^{2}-\frac{9}{4} = 0,\left( h-\frac{7}{2} = -\frac{3}{2}\right) \vee \left( h-\frac{7}{2} = \frac{3}{2}\right),\textrm{wahr}
201,2,2,3,4,"z^{2} + z\,z + y = 0","z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} + y = 0","x^{2} + p\,x + q = 0","x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0",q < \frac{p^{2}}{4}
202,2,2,3,4,\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}\,y",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,"\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}\,q",q < \frac{p^{2}}{4}
203,2,2,3,4,"z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} + y = 0",\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} + q = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
204,2,2,3,4,"z^{2} + z\,z + y = 0","z^{2} + z\,z + y + \left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} = 0","x^{2} + p\,x + q = 0","x^{2} + p\,x + q + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} = 0",q < \frac{p^{2}}{4}
205,2,2,3,4,"z^{2} + z\,z + y + \left( \frac{z}{2}\right)^{2}\,\left( \frac{z}{2}\right)^{2} = 0",\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x + q + \left( \frac{p}{2}\right)^{2}\,\left( \frac{p}{2}\right)^{2} = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
206,2,2,3,4,"z^{2} + z\,z + y = 0","z^{2} + z\,z + y-\frac{z}{2} + \left( \frac{z}{2}\right)^{2} = 0","x^{2} + p\,x + q = 0","x^{2} + p\,x + q-\frac{p}{2} + \left( \frac{p}{2}\right)^{2} = 0",q < \frac{p^{2}}{4}
207,2,2,3,4,"z^{2} + z\,z + y-\frac{z}{2} + \left( \frac{z}{2}\right)^{2} = 0",\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x + q-\frac{p}{2} + \left( \frac{p}{2}\right)^{2} = 0",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
208,2,0,5,2,"-3\,x + 2 = 2\,x-4\,y","-5\,x + 2 = 4\,y","-3\,a + 2 = 2\,a-4\,p","-5\,a + 2 = 4\,p",\textrm{wahr}
209,2,0,5,2,"-5\,x + 2 = 4\,y","-\frac{5\,x + 2}{4} = y","-5\,a + 2 = 4\,p","-\frac{5\,a + 2}{4} = p",\textrm{wahr}
210,2,0,5,2,"-3\,x + 2 = 2\,x-4\,y","4\,y = -5\,x + 2","-3\,a + 2 = 2\,a-4\,p","4\,p = -5\,a + 2",\textrm{wahr}
211,2,0,5,2,"6\,y-5 = -5\,x","6\,y = x","6\,u-5 = -5\,q","6\,u = q",\textrm{wahr}
212,2,0,5,2,"6\,y-5 = -5\,x","6\,\frac{y-5}{-5} = x","6\,u-5 = -5\,q","6\,\frac{u-5}{-5} = q",\textrm{wahr}
213,2,0,5,2,"\frac{6\,y-5}{-5} = x","x = 6\,y","\frac{6\,u-5}{-5} = q","q = 6\,u",\textrm{wahr}
214,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,z + \frac{z}{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,x + \frac{p}{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},q < \frac{p^{2}}{4}
215,2,0,1,1,"-2\,y + 1 = 4\,y + 4\,x","6\,y = 4\,x-1","-2\,w + 1 = 4\,w + 4\,q","6\,w = 4\,q-1",\textrm{wahr}
216,2,-1,4,6,"-4\,m_2 + 4 = 0","-4\,x = -4","-4\,m_2 + 4 = 0","-4\,m = -4",\textrm{wahr}
217,2,-1,4,6,"(x-1)\,(-4\,x-4) = 0","-4\,m_2 + 4 = 0","(m-1)\,(-4\,m-4) = 0","-4\,m_2 + 4 = 0",\textrm{wahr}
218,2,6,4,0,x^{2} = 1,x = +1,m^{2} = 1,m = +1,\textrm{wahr}
219,2,0,1,6,"-4\,x = -4",x^{2} = 1,"-4\,m = -4",m^{2} = 1,\textrm{wahr}
220,2,6,4,0,x^{2} = 1,x = \sqrt{1},m^{2} = 1,m = \sqrt{1},\textrm{wahr}
221,2,6,4,0,x^{2} = 1,x = 1,m^{2} = 1,m = 1,\textrm{wahr}
222,2,6,4,0,\sqrt{x^{2}} = \sqrt{1},m_1 = 1,\sqrt{m^{2}} = \sqrt{1},m_1 = 1,\textrm{wahr}
223,2,6,4,0,\sqrt{x^{2}} = \sqrt{1},"0 = \left\{1,-1\right\}",\sqrt{m^{2}} = \sqrt{1},"0 = \left\{1,-1\right\}",\textrm{wahr}
224,2,6,4,0,\sqrt{x^{2}} = \sqrt{1},"x = \left\{1,-1\right\}",\sqrt{m^{2}} = \sqrt{1},"m = \left\{1,-1\right\}",\textrm{wahr}
